iso3_country,year,technology,income_group,wb_region,capex_$/kw,fom_$/kw/yr,vom_$/mwh,lcoe_$/mwh,wacc_nominal,crf,annual_cost_$/kw/yr,data_source,capex_source,crf_source,proxy_peers,country_name
LSO,2030,CCGT,LMIC,Sub-Saharan Africa,,,,88.27,,,,proxied,peer_mean_region_income,not_used,NGA,Lesotho
LTU,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Lithuania
LTU,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Lithuania
LUX,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Luxembourg
LUX,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Luxembourg
LVA,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Latvia
LVA,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Latvia
MAC,2025,CCGT,HIC,East Asia & Pacific,,,,83.67,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Macao
MAC,2030,CCGT,HIC,East Asia & Pacific,,,,80.9,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Macao
MAR,2025,CCGT,LMIC,Middle East & North Africa,,,,89.73,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Morocco
MAR,2030,CCGT,LMIC,Middle East & North Africa,,,,87.64,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Morocco
MDA,2025,CCGT,UMIC,Europe & Central Asia,,,,87.03,,,,proxied,peer_mean_region_income,not_used,TUR,"Moldova, Republic of"
MDA,2030,CCGT,UMIC,Europe & Central Asia,,,,84.47,,,,proxied,peer_mean_region_income,not_used,TUR,"Moldova, Republic of"
MDG,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Madagascar
MDG,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Madagascar
MDV,2025,CCGT,UMIC,South Asia,,,,79.89,,,,proxied,peer_mean_income,not_used,ARG|BRA|CHN|IDN|MEX|MYS|THA|TUR,Maldives
MDV,2030,CCGT,UMIC,South Asia,,,,78.24,,,,proxied,peer_mean_income,not_used,ARG|BRA|CHN|IDN|MEX|MYS|THA|TUR,Maldives
MEX,2025,CCGT,UMIC,Latin America & Caribbean,,,,51.62,,,,bnef,bnef,not_used,,Mexico
MEX,2030,CCGT,UMIC,Latin America & Caribbean,,,,51.46,,,,bnef,bnef,not_used,,Mexico
MHL,2025,CCGT,UMIC,East Asia & Pacific,,,,86.71,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Marshall Islands
MHL,2030,CCGT,UMIC,East Asia & Pacific,,,,84.85,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Marshall Islands
MKD,2025,CCGT,UMIC,Europe & Central Asia,,,,87.03,,,,proxied,peer_mean_region_income,not_used,TUR,North Macedonia
MKD,2030,CCGT,UMIC,Europe & Central Asia,,,,84.47,,,,proxied,peer_mean_region_income,not_used,TUR,North Macedonia
MLI,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Mali
MLI,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Mali
MLT,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Malta
MLT,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Malta
MMR,2025,CCGT,LMIC,East Asia & Pacific,,,,87.24,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Myanmar
MMR,2030,CCGT,LMIC,East Asia & Pacific,,,,85.68,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Myanmar
MNE,2025,CCGT,UMIC,Europe & Central Asia,,,,87.03,,,,proxied,peer_mean_region_income,not_used,TUR,Montenegro
MNE,2030,CCGT,UMIC,Europe & Central Asia,,,,84.47,,,,proxied,peer_mean_region_income,not_used,TUR,Montenegro
MNG,2025,CCGT,LMIC,East Asia & Pacific,,,,87.24,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Mongolia
MNG,2030,CCGT,LMIC,East Asia & Pacific,,,,85.68,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Mongolia
MOZ,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Mozambique
MOZ,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Mozambique
MRT,2025,CCGT,LMIC,Sub-Saharan Africa,,,,89.08,,,,proxied,peer_mean_region_income,not_used,NGA,Mauritania
MRT,2030,CCGT,LMIC,Sub-Saharan Africa,,,,88.27,,,,proxied,peer_mean_region_income,not_used,NGA,Mauritania
MUS,2025,CCGT,UMIC,Sub-Saharan Africa,,,,79.89,,,,proxied,peer_mean_income,not_used,ARG|BRA|CHN|IDN|MEX|MYS|THA|TUR,Mauritius
MUS,2030,CCGT,UMIC,Sub-Saharan Africa,,,,78.24,,,,proxied,peer_mean_income,not_used,ARG|BRA|CHN|IDN|MEX|MYS|THA|TUR,Mauritius
MWI,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Malawi
MWI,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Malawi
MYS,2025,CCGT,UMIC,East Asia & Pacific,,,,82.84,,,,bnef,bnef,not_used,,Malaysia
MYS,2030,CCGT,UMIC,East Asia & Pacific,,,,82.88,,,,bnef,bnef,not_used,,Malaysia
NAM,2025,CCGT,UMIC,Sub-Saharan Africa,,,,79.89,,,,proxied,peer_mean_income,not_used,ARG|BRA|CHN|IDN|MEX|MYS|THA|TUR,Namibia
NAM,2030,CCGT,UMIC,Sub-Saharan Africa,,,,78.24,,,,proxied,peer_mean_income,not_used,ARG|BRA|CHN|IDN|MEX|MYS|THA|TUR,Namibia
NER,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Niger
NER,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Niger
NGA,2025,CCGT,LMIC,Sub-Saharan Africa,,,,89.08,,,,bnef,bnef,not_used,,Nigeria
NGA,2030,CCGT,LMIC,Sub-Saharan Africa,,,,88.27,,,,bnef,bnef,not_used,,Nigeria
NIC,2025,CCGT,LMIC,Latin America & Caribbean,,,,89.73,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Nicaragua
NIC,2030,CCGT,LMIC,Latin America & Caribbean,,,,87.64,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Nicaragua
NLD,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,"Netherlands, Kingdom of the"
NLD,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,"Netherlands, Kingdom of the"
NOR,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Norway
NOR,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Norway
NPL,2025,CCGT,LIC,South Asia,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Nepal
NPL,2030,CCGT,LIC,South Asia,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Nepal
NRU,2025,CCGT,HIC,East Asia & Pacific,,,,83.67,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Nauru
NRU,2030,CCGT,HIC,East Asia & Pacific,,,,80.9,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Nauru
NZL,2025,CCGT,HIC,East Asia & Pacific,,,,83.67,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,New Zealand
NZL,2030,CCGT,HIC,East Asia & Pacific,,,,80.9,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,New Zealand
OMN,2025,CCGT,HIC,Middle East & North Africa,,,,100.15,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Oman
OMN,2030,CCGT,HIC,Middle East & North Africa,,,,99.53,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Oman
PAK,2025,CCGT,LMIC,South Asia,,,,95.34,,,,proxied,peer_mean_region_income,not_used,IND,Pakistan
PAK,2030,CCGT,LMIC,South Asia,,,,90.95,,,,proxied,peer_mean_region_income,not_used,IND,Pakistan
PAN,2025,CCGT,HIC,Latin America & Caribbean,,,,100.15,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Panama
PAN,2030,CCGT,HIC,Latin America & Caribbean,,,,99.53,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Panama
PER,2025,CCGT,UMIC,Latin America & Caribbean,,,,68.4,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,Peru
PER,2030,CCGT,UMIC,Latin America & Caribbean,,,,67.36,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,Peru
PHL,2025,CCGT,LMIC,East Asia & Pacific,,,,94.08,,,,bnef,bnef,not_used,,Philippines
PHL,2030,CCGT,LMIC,East Asia & Pacific,,,,90.17,,,,bnef,bnef,not_used,,Philippines
PLW,2025,CCGT,HIC,East Asia & Pacific,,,,83.67,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Palau
PLW,2030,CCGT,HIC,East Asia & Pacific,,,,80.9,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Palau
PNG,2025,CCGT,LMIC,East Asia & Pacific,,,,87.24,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Papua New Guinea
PNG,2030,CCGT,LMIC,East Asia & Pacific,,,,85.68,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Papua New Guinea
POL,2025,CCGT,HIC,Europe & Central Asia,,,,130.06,,,,bnef,bnef,not_used,,Poland
POL,2030,CCGT,HIC,Europe & Central Asia,,,,131.44,,,,bnef,bnef,not_used,,Poland
PRI,2025,CCGT,HIC,Latin America & Caribbean,,,,100.15,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Puerto Rico
PRI,2030,CCGT,HIC,Latin America & Caribbean,,,,99.53,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Puerto Rico
PRT,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Portugal
PRT,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Portugal
PRY,2025,CCGT,UMIC,Latin America & Caribbean,,,,68.4,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,Paraguay
PRY,2030,CCGT,UMIC,Latin America & Caribbean,,,,67.36,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,Paraguay
QAT,2025,CCGT,HIC,Middle East & North Africa,,,,100.15,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Qatar
QAT,2030,CCGT,HIC,Middle East & North Africa,,,,99.53,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Qatar
ROU,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Romania
ROU,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Romania
RUS,2025,CCGT,UMIC,Europe & Central Asia,,,,87.03,,,,proxied,peer_mean_region_income,not_used,TUR,Russian Federation
RUS,2030,CCGT,UMIC,Europe & Central Asia,,,,84.47,,,,proxied,peer_mean_region_income,not_used,TUR,Russian Federation
RWA,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Rwanda
RWA,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Rwanda
SAU,2025,CCGT,HIC,Middle East & North Africa,,,,100.15,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Saudi Arabia
SAU,2030,CCGT,HIC,Middle East & North Africa,,,,99.53,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Saudi Arabia
SDN,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Sudan
SDN,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Sudan
SEN,2025,CCGT,LMIC,Sub-Saharan Africa,,,,89.08,,,,proxied,peer_mean_region_income,not_used,NGA,Senegal
SEN,2030,CCGT,LMIC,Sub-Saharan Africa,,,,88.27,,,,proxied,peer_mean_region_income,not_used,NGA,Senegal
SGP,2025,CCGT,HIC,East Asia & Pacific,,,,83.67,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Singapore
SGP,2030,CCGT,HIC,East Asia & Pacific,,,,80.9,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Singapore
SLB,2025,CCGT,LMIC,East Asia & Pacific,,,,87.24,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Solomon Islands
SLB,2030,CCGT,LMIC,East Asia & Pacific,,,,85.68,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Solomon Islands
SLE,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Sierra Leone
SLE,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Sierra Leone
SLV,2025,CCGT,UMIC,Latin America & Caribbean,,,,68.4,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,El Salvador
SLV,2030,CCGT,UMIC,Latin America & Caribbean,,,,67.36,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,El Salvador
SMR,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,San Marino
SMR,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,San Marino
SOM,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Somalia
SOM,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Somalia
SRB,2025,CCGT,UMIC,Europe & Central Asia,,,,87.03,,,,proxied,peer_mean_region_income,not_used,TUR,Serbia
SRB,2030,CCGT,UMIC,Europe & Central Asia,,,,84.47,,,,proxied,peer_mean_region_income,not_used,TUR,Serbia
SSD,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,South Sudan
SSD,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,South Sudan
STP,2025,CCGT,LMIC,Sub-Saharan Africa,,,,89.08,,,,proxied,peer_mean_region_income,not_used,NGA,Sao Tome and Principe
STP,2030,CCGT,LMIC,Sub-Saharan Africa,,,,88.27,,,,proxied,peer_mean_region_income,not_used,NGA,Sao Tome and Principe
SUR,2025,CCGT,UMIC,Latin America & Caribbean,,,,68.4,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,Suriname
SUR,2030,CCGT,UMIC,Latin America & Caribbean,,,,67.36,,,,proxied,peer_mean_region_income,not_used,ARG|BRA|MEX,Suriname
SVK,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Slovakia
SVK,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Slovakia
SVN,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Slovenia
SVN,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Slovenia
SWE,2025,CCGT,HIC,Europe & Central Asia,,,,131.97,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Sweden
SWE,2030,CCGT,HIC,Europe & Central Asia,,,,132.43,,,,proxied,peer_mean_region_income,not_used,DEU|FRA|GBR|GRC|POL,Sweden
SWZ,2025,CCGT,LMIC,Sub-Saharan Africa,,,,89.08,,,,proxied,peer_mean_region_income,not_used,NGA,Eswatini
SWZ,2030,CCGT,LMIC,Sub-Saharan Africa,,,,88.27,,,,proxied,peer_mean_region_income,not_used,NGA,Eswatini
SYC,2025,CCGT,HIC,Sub-Saharan Africa,,,,100.15,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Seychelles
SYC,2030,CCGT,HIC,Sub-Saharan Africa,,,,99.53,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Seychelles
SYR,2025,CCGT,LIC,Middle East & North Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Syrian Arab Republic
SYR,2030,CCGT,LIC,Middle East & North Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Syrian Arab Republic
TCD,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Chad
TCD,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Chad
TGO,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Togo
TGO,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Togo
THA,2025,CCGT,UMIC,East Asia & Pacific,,,,81.58,,,,bnef,bnef,not_used,,Thailand
THA,2030,CCGT,UMIC,East Asia & Pacific,,,,79.37,,,,bnef,bnef,not_used,,Thailand
TJK,2025,CCGT,LMIC,Europe & Central Asia,,,,89.73,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Tajikistan
TJK,2030,CCGT,LMIC,Europe & Central Asia,,,,87.64,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Tajikistan
TKM,2025,CCGT,UMIC,Europe & Central Asia,,,,87.03,,,,proxied,peer_mean_region_income,not_used,TUR,Turkmenistan
TKM,2030,CCGT,UMIC,Europe & Central Asia,,,,84.47,,,,proxied,peer_mean_region_income,not_used,TUR,Turkmenistan
TLS,2025,CCGT,LMIC,East Asia & Pacific,,,,87.24,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Timor-Leste
TLS,2030,CCGT,LMIC,East Asia & Pacific,,,,85.68,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,Timor-Leste
TON,2025,CCGT,UMIC,East Asia & Pacific,,,,86.71,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Tonga
TON,2030,CCGT,UMIC,East Asia & Pacific,,,,84.85,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Tonga
TTO,2025,CCGT,HIC,Latin America & Caribbean,,,,100.15,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Trinidad and Tobago
TTO,2030,CCGT,HIC,Latin America & Caribbean,,,,99.53,,,,proxied,peer_mean_income,not_used,AUS|CAN|DEU|FRA|GBR|GRC|JPN|KOR|POL|USA,Trinidad and Tobago
TUN,2025,CCGT,LMIC,Middle East & North Africa,,,,89.73,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Tunisia
TUN,2030,CCGT,LMIC,Middle East & North Africa,,,,87.64,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Tunisia
TUR,2025,CCGT,UMIC,Europe & Central Asia,,,,87.03,,,,bnef,bnef,not_used,,Türkiye
TUR,2030,CCGT,UMIC,Europe & Central Asia,,,,84.47,,,,bnef,bnef,not_used,,Türkiye
TUV,2025,CCGT,UMIC,East Asia & Pacific,,,,86.71,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Tuvalu
TUV,2030,CCGT,UMIC,East Asia & Pacific,,,,84.85,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Tuvalu
TWN,2025,CCGT,HIC,East Asia & Pacific,,,,83.67,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,"Taiwan, Province of China"
TWN,2030,CCGT,HIC,East Asia & Pacific,,,,80.9,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,"Taiwan, Province of China"
TZA,2025,CCGT,LMIC,Sub-Saharan Africa,,,,89.08,,,,proxied,peer_mean_region_income,not_used,NGA,"Tanzania, United Republic of"
TZA,2030,CCGT,LMIC,Sub-Saharan Africa,,,,88.27,,,,proxied,peer_mean_region_income,not_used,NGA,"Tanzania, United Republic of"
UGA,2025,CCGT,LIC,Sub-Saharan Africa,,,,90.89,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Uganda
UGA,2030,CCGT,LIC,Sub-Saharan Africa,,,,89.63,,,,proxied,global_mean,not_used,ARG|AUS|BRA|CAN|CHN|DEU|FRA|GBR|GRC|IDN|IND|JPN|KOR|MEX|MYS|NGA|PHL|POL|THA|TUR|USA|VNM,Uganda
UKR,2025,CCGT,LMIC,Europe & Central Asia,,,,89.73,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Ukraine
UKR,2030,CCGT,LMIC,Europe & Central Asia,,,,87.64,,,,proxied,peer_mean_income,not_used,IND|NGA|PHL|VNM,Ukraine
