subsector,nace_r2,geo,fossil_tj,biomass_tj,reliable,fossil_share,fossil_share_eu27,fossil_share_final
lime,C235,NL,0.0,0.0,False,,0.8413256574084468,0.8413256574084468
lime,C235,PL,43205.392,3649.513,True,0.9221103318852103,0.8413256574084468,0.9221103318852103
lime,C235,PT,16879.067,2809.601,True,0.8572985739817442,0.8413256574084468,0.8572985739817442
lime,C235,RO,31759.181,507.747,True,0.9842641667034433,0.8413256574084468,0.9842641667034433
lime,C235,RS,7047.568,0.0,True,1.0,0.8413256574084468,1.0
lime,C235,SE,5200.311,0.0,False,1.0,0.8413256574084468,0.8413256574084468
lime,C235,SI,1924.264,102.294,False,0.9495232803600983,0.8413256574084468,0.8413256574084468
lime,C235,SK,10052.69,117.0,True,0.9884952245348678,0.8413256574084468,0.9884952245348678
other-metals,C244_X_C2442,AT,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,BE,3777.229,0.09,True,0.9999761735770794,0.9994856900886971,0.9999761735770794
other-metals,C244_X_C2442,BG,2068.622,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,CY,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,CZ,912.616,0.0,False,1.0,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,DE,17653.961000000003,8.0,True,0.9995470491640198,0.9994856900886971,0.9995470491640198
other-metals,C244_X_C2442,DK,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,EE,10.926,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,EL,667.304,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,ES,4221.75,21.427,True,0.9949502460067069,0.9994856900886971,0.9949502460067069
other-metals,C244_X_C2442,EU27,62535.155,32.179,True,0.9994856900886971,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,FI,875.325,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,FR,2709.346,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,HR,520.649,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,HU,864.5790000000001,2.0,True,0.9976920742367401,0.9994856900886971,0.9976920742367401
other-metals,C244_X_C2442,IE,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,IT,14140.948,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,LT,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,LU,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,LV,3.534,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,MD,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,ME,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,MT,0.0,0.0,False,,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,NL,789.5350000000001,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,PL,7792.9529999999995,0.662,True,0.9999150586730291,0.9994856900886971,0.9999150586730291
other-metals,C244_X_C2442,PT,39.187000000000005,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,RO,1032.755,0.0,True,1.0,0.9994856900886971,1.0
other-metals,C244_X_C2442,RS,455.323,166.501,True,0.7322377392960066,0.9994856900886971,0.7322377392960066
other-metals,C244_X_C2442,SE,2675.59,0.0,False,1.0,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,SI,918.846,0.0,False,1.0,0.9994856900886971,0.9994856900886971
other-metals,C244_X_C2442,SK,859.5,0.0,False,1.0,0.9994856900886971,0.9994856900886971
petrochemical-steam-cracking,C20,AT,17426.332,2952.904,True,0.8551023208132043,0.9751700639113343,0.8551023208132043
petrochemical-steam-cracking,C20,BE,92234.538,288.457,False,0.996882320984097,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,BG,12871.458999999999,1829.396,False,0.8755585304392159,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,CY,86.998,3.812,True,0.9580222442462284,0.9751700639113343,0.9580222442462284
petrochemical-steam-cracking,C20,CZ,14790.75,106.36,False,0.992860360163817,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,DE,212058.56900000002,4618.664,True,0.9786841287566194,0.9751700639113343,0.9786841287566194
petrochemical-steam-cracking,C20,DK,4097.607,459.012,True,0.899264783823269,0.9751700639113343,0.899264783823269
petrochemical-steam-cracking,C20,EE,139.82500000000002,0.088,True,0.9993710377162952,0.9751700639113343,0.9993710377162952
petrochemical-steam-cracking,C20,EL,6407.626,0.0,True,1.0,0.9751700639113343,1.0
petrochemical-steam-cracking,C20,ES,95511.177,3256.333,True,0.9670303220158127,0.9751700639113343,0.9670303220158127
petrochemical-steam-cracking,C20,EU27,895736.265,22807.38,True,0.9751700639113343,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,FI,13771.24,516.0,True,0.9638838572040506,0.9751700639113343,0.9638838572040506
petrochemical-steam-cracking,C20,FR,99003.66799999999,5959.977,True,0.9432186544207759,0.9751700639113343,0.9432186544207759
petrochemical-steam-cracking,C20,HR,922.378,0.1,True,0.9998915963307525,0.9751700639113343,0.9998915963307525
petrochemical-steam-cracking,C20,HU,21575.481,265.216,True,0.9878567977935869,0.9751700639113343,0.9878567977935869
petrochemical-steam-cracking,C20,IE,1436.734,0.0,False,1.0,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,IT,47239.078,712.222,True,0.9851469720320408,0.9751700639113343,0.9851469720320408
petrochemical-steam-cracking,C20,LT,3962.223,454.0,True,0.8971972203396432,0.9751700639113343,0.8971972203396432
petrochemical-steam-cracking,C20,LU,72.769,0.0,True,1.0,0.9751700639113343,1.0
petrochemical-steam-cracking,C20,LV,244.72899999999998,104.963,True,0.6998415748716013,0.9751700639113343,0.6998415748716013
petrochemical-steam-cracking,C20,MD,55.841,0.76,True,0.9865726753944277,0.9751700639113343,0.9865726753944277
petrochemical-steam-cracking,C20,ME,85.098,72.4,True,0.5403116230047366,0.9751700639113343,0.5403116230047366
petrochemical-steam-cracking,C20,MT,5.632,0.0,True,1.0,0.9751700639113343,1.0
petrochemical-steam-cracking,C20,NL,162453.45200000002,0.0,False,1.0,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,PL,47381.511999999995,256.089,True,0.9946242255146308,0.9751700639113343,0.9946242255146308
petrochemical-steam-cracking,C20,PT,5564.245,227.298,True,0.9607534641459107,0.9751700639113343,0.9607534641459107
petrochemical-steam-cracking,C20,RO,19629.427,133.185,True,0.9932607592559121,0.9751700639113343,0.9932607592559121
